线索来源,日期,车次/车牌/航班/场所名,出行类型,出发站,到达站,车厢,出行描述,开始时间,结束时间,提交时间,事件备注
 海南日报，海南省卫健委 , 01-16 ,HU7578,  飞机  ,武汉,三亚,,,1/16/2020 0:00,1/16/2020 23:59,2/3/2020 1:49,
 广西壮族自治区卫生委官网 , 01-16 ,D2276,  火车  ,武汉,重庆北,7号车厢,座位14C,1/16/2020 8:39,1/16/2020 15:15,2/5/2020 12:27,
 平阳县新型冠状病毒感染的肺炎疫情防控工作领导小组 , 01-16 ,G2035,  火车  ,武汉,温州南,10号车厢,,1/16/2020 7:30,1/16/2020 13:31,1/29/2020 21:22,
 平阳县新型冠状病毒感染的肺炎疫情防控工作领导小组 , 01-16 ,G7645,  火车  ,温州南,苍南,8号车厢,,1/16/2020 13:48,1/16/2020 14:12,1/29/2020 21:30,
 平阳县新型冠状病毒感染的肺炎疫情防控工作领导小组 , 01-16 ,浙CD7708公交车,  公交车  ,苍南,南雁,,,1/16/2020 15:10,1/16/2020 23:59,1/29/2020 21:31,
 通化发布 , 01-16 ,K1074,  火车  ,长沙,济南,6号车厢,,1/16/2020 15:00,1/17/2020 9:33,1/29/2020 21:36,
 浙江新闻 , 01-16 ,浙CD7708,  公交车  ,苍南,南雁,,,1/16/2020 15:10,1/16/2020 23:59,1/31/2020 22:11,
 人民日报 , 01-16 ,Z38,  火车  ,武汉武昌,北京西,4号车厢,,1/16/2020 19:50,1/17/2020 6:40,1/29/2020 21:38,
 半岛网 , 01-16 ,MU2481,  飞机  ,武汉,日照,,"37-40排,东方航空",1/16/2020 14:40,1/16/2020 23:59,1/31/2020 22:11,
 佳木斯市人民政府网站 , 01-16 ,D131,  火车  ,哈尔滨,佳木斯,5号车厢,,1/16/2020 20:58,1/16/2020 22:56,1/29/2020 21:40,
 人民网内蒙古频道 , 01-16 ,G52775,  飞机  ,呼和浩特,乌兰浩特,,,1/16/2020 0:00,1/16/2020 23:59,1/29/2020 22:17,
 建始县新型冠状病毒感染的肺炎防控指挥部 , 01-16 ,D5973,  火车  ,武汉,建始,,患者乘坐过该车,1/16/2020 6:41,1/16/2020 10:15,2/7/2020 13:47,
 来凤县新型冠状病毒感染的肺炎防控指挥部办公室，来凤发布 , 01-16 ,D5973,  火车  ,汉口,恩施,12号车厢,座位：17D,1/16/2020 6:41,1/16/2020 10:43,2/7/2020 13:47,
 双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-16 ,T244,  火车  ,哈尔滨,长春,2号车厢,座位：53/54,1/16/2020 10:52,1/16/2020 13:33,2/7/2020 13:47,
 大渝网 , 01-16 ,CA3643,  飞机  ,武汉,重庆,,,1/16/2020 20:45,1/16/2020 23:59,2/7/2020 13:47,
 中国日报网 , 01-16 ,T182/T183,  火车  ,汉口,沈阳北,,,1/16/2020 15:00,1/17/2020 12:28,1/27/2020 18:50,
 人民日报 , 01-16 ,CZ3189,  飞机  ,深圳,北京,,,1/16/2020 0:00,1/16/2020 23:59,2/5/2020 12:27,
 呼和浩特日报 , 01-16 ,G68,  火车  ,武汉,郑州东,2号车厢,座位：012D,1/16/2020 15:34,1/16/2020 17:47,2/3/2020 1:49,
 人民网-云南频道 , 01-16 ,G1525,  火车  ,武汉,昆明南,7号车厢,,1/16/2020 8:41,1/16/2020 15:15,1/27/2020 19:26,
 人民网-云南频道 , 01-16 ,C8309,  火车  ,昆明南,蒙自,2号车厢,,1/16/2020 15:15,1/16/2020 18:30,1/27/2020 19:27,
 焦作日报 , 01-16 ,C2902,  火车  ,郑州,焦作,2号车厢,,1/16/2020 6:22,1/16/2020 6:56,1/31/2020 22:11,
 焦作日报 , 01-16 ,焦作6路公交车,  公交车  ,焦作,焦作,,6时56分以后，焦作6路公交车。,1/16/2020 14:56,1/17/2020 7:59,1/31/2020 22:11,
 邢台发布 , 01-16 ,K4094,  火车  ,武汉,清河城站,7号车厢,,1/16/2020 5:50,1/16/2020 20:03,2/3/2020 1:49,
 人民日报 , 01-16 ,SC4933,  飞机  ,武汉,南宁,,,1/16/2020 0:00,1/16/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-16 ,DR6598,  飞机  ,武汉,沈阳,,,1/16/2020 0:00,1/16/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-16 ,晋M81162,  公交车  ,山西省运城,山西省河津,,,1/16/2020 16:03,1/16/2020 16:03,1/27/2020 20:01,
 幸福东台公众号 , 01-16 ,D638,  火车  ,汉口,常州,,黄冈、武汉办事,1/16/2020 16:33,1/16/2020 21:03,2/3/2020 1:49,
 人民日报 , 01-16 ,CA8275,  飞机  ,武汉,包头,,,1/16/2020 13:55,1/16/2020 16:00,1/27/2020 20:01,
 人民日报 , 01-16 ,包头机场巴士蒙BHX931,  长途客车/大巴  ,包头机场,包头市昆区团结大街九号街坊华龙苑住宅小区,,,1/16/2020 16:00,1/16/2020 23:59,1/27/2020 20:05,
 南县发布 , 01-16 ,湘H8NY65，微信付款电子票据上注明的车牌号,  长途客车/大巴  ,南县/岳阳,岳阳/南县,,商务车，往返皆乘坐该车，去时2人，返程时7人,1/16/2020 0:00,1/16/2020 23:59,2/2/2020 0:18,
 蒙城县卫健委 , 01-16 ,K4094,  火车  ,汉口,阜阳,11号车厢,,1/16/2020 0:00,1/16/2020 23:59,1/27/2020 20:18,
 海南省卫生健康委员会 , 01-16 ,FD438,  飞机  ,泰国,三亚,,原文航班有误,1/16/2020 0:00,1/16/2020 23:59,2/2/2020 1:10,
 通辽市疾病预防控制中心 , 01-16 ,G2626,  火车  ,武汉,锦州南,7号车厢,,1/16/2020 7:33,1/16/2020 17:47,1/27/2020 20:38,
 繁昌县人民政府发布 , 01-16 ,K4094,  火车  ,汉口,阜阳,9号车厢,武汉疫区回乡人员安某,1/16/2020 5:58,1/16/2020 12:58,1/27/2020 20:39,
 通辽市疾病预防控制中心 , 01-16 ,G1271,  火车  ,锦州南,沈阳,3号车厢,,1/16/2020 17:47,1/16/2020 19:44,1/27/2020 20:39,
 通辽市疾病预防控制中心 , 01-16 ,G8146,  火车  ,沈阳,通辽,15号车厢,,1/16/2020 19:44,1/16/2020 21:18,1/27/2020 20:39,
 新文化报 , 01-16 ,T182,  火车  ,汉口,沈阳北,5号车厢,座位：74号,1/16/2020 14:57,1/17/2020 12:28,2/5/2020 0:19,
 央视新闻 , 01-16 ,川T18573,  公交车  ,雅安交警支队（雅安职业高级中学）公交站,雅安华兴街口（通讯城）公交站,,雅安市雨城区3路公交车,1/16/2020 10:57,1/17/2020 7:59,1/31/2020 22:12,
 央视新闻 , 01-16 ,雅安市雨城区10路公交车，川T18557,  公交车  ,雅安市育才路口公交站,雅安市万达广场东段公交站,,川T18557,1/16/2020 12:48,1/17/2020 7:59,1/31/2020 22:12,
 央视新闻 , 01-16 ,"川T18552,6路(名山-雅安)公交车",  公交车  ,雅安市万达广场公交站,雅安市西门车站公交站,,雅安市雨城区6路公交车，川T18552,1/16/2020 14:57,1/17/2020 7:59,1/31/2020 22:12,
 枣庄发布 , 01-16 ,9C6206,  飞机  ,曼谷,徐州,,,1/16/2020 0:00,1/16/2020 23:59,1/27/2020 21:04,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-16 ,G1278,  火车  ,武汉,葫芦岛北,1号车厢,,1/16/2020 7:55,1/16/2020 16:28,2/2/2020 15:13,
 济南城市频道 , 01-16 ,K1198,  火车  ,安陆,潍坊,8号车厢,K1195/K1198,1/16/2020 14:39,1/17/2020 13:29,1/31/2020 22:12,
 中国甘肃网 , 01-16 ,D2661,  火车  ,西安北,天水南,6号车厢,15:40发车,1/16/2020 15:40,1/16/2020 17:20,1/31/2020 22:12,
 中国甘肃网 , 01-16 ,张家川县城公园路伊兰烧烤对面的砂锅面,  其它公共场所  ,,,,就餐,1/16/2020 19:00,1/16/2020 20:00,1/31/2020 22:12,
 济宁市疾病预防控制中心 , 01-16 ,K1074,  火车  ,长沙,济宁,6号车厢,9号中铺,1/16/2020 15:00,1/17/2020 6:31,2/2/2020 17:10,
 人民日报 , 01-16 ,K4094,  火车  ,汉口,清河城,9号车厢,,1/16/2020 5:50,1/16/2020 19:52,2/6/2020 14:56,
 人民日报 , 01-16 ,G518,  火车  ,汉口,郑州东,14号车厢,,1/16/2020 12:45,1/16/2020 14:53,2/6/2020 14:56,
 任城发布 , 01-16 ,T180,  火车  ,武汉武昌,济宁,16号车厢,,1/16/2020 8:03,1/16/2020 15:50,1/28/2020 15:54,
 任城发布 , 01-16 ,济宁12路公交车,  公交车  ,济宁站,新世纪广场站,,,1/16/2020 16:20,1/16/2020 23:59,1/28/2020 15:55,
 郑州晚报 , 01-16 ,G518,  火车  ,汉口,郑州东,13号车厢,,1/16/2020 0:00,1/16/2020 23:59,1/28/2020 16:38,
 郑州晚报 , 01-16 ,G518,  火车  ,汉口,信阳东,14号车厢,,1/16/2020 0:00,1/16/2020 23:59,1/28/2020 16:38,
 衡水日报 , 01-16 ,HU7582,  飞机  ,武汉,北京,,,1/16/2020 17:55,1/16/2020 19:55,2/3/2020 1:49,
 衡水日报 , 01-16 ,G1726,  火车  ,汉口,南京南,8号车厢,座位：011F,1/16/2020 16:15,1/16/2020 18:52,2/3/2020 1:49,
 扬州市卫生健康委员会 , 01-16 ,D3158,  火车  ,汉口站,扬州站,9号车厢,,1/16/2020 10:06,1/16/2020 14:05,2/3/2020 1:49,
 枣庄市卫生健康委员会 , 01-16 ,G58,  火车  ,枣庄,北京,8号车厢,座位：07C,1/16/2020 11:55,1/16/2020 14:43,2/3/2020 1:49,
 营口市人民政府 , 01-16 ,G6756,  火车  ,邯郸东,石家庄,5号车厢,,1/16/2020 7:30,1/16/2020 8:09,2/4/2020 23:08,
 合肥市卫健委 , 01-16 ,G3232,  火车  ,汉口,合肥南,10号车厢,座位：04B,1/16/2020 17:53,1/16/2020 19:44,2/7/2020 13:12,
 人民日报 , 01-15 ,K598,  火车  ,武昌,郴州,11号车厢,座位10号,1/15/2020 21:42,1/15/2020 6:31,2/5/2020 12:27,
 西安发布 , 01-15 ,K1348,  火车  ,武昌,西安,9号车厢,,1/15/2020 23:32,1/16/2020 13:30,2/5/2020 12:27,
 央视新闻 , 01-15 ,HU7658,  飞机  ,武汉,海口,,,1/15/2020 0:00,1/15/2020 23:59,2/1/2020 12:48,
 人民日报 , 01-15 ,前锋K102路公交,  公交车  ,前锋,广安,,,1/15/2020 0:00,1/15/2020 23:59,2/1/2020 20:30,
 佳木斯市人民政府网站 , 01-15 ,T182/T183,  火车  ,武汉汉口,哈尔滨,16号车厢,,1/15/2020 14:57,1/16/2020 18:27,1/29/2020 21:01,
 济南市卫生健康委员会 , 01-15 ,G188,  火车  ,济南,北京南,3号车厢,座位：8D,1/15/2020 14:12,1/15/2020 16:22,2/3/2020 1:49,
 安徽商报 , 01-15 ,G6164,  火车  ,深圳,长沙南,,,1/15/2020 7:31,1/15/2020 11:24,2/7/2020 13:47,
 巴东发布 , 01-15 ,D5951,  火车  ,汉口,巴东,2号车厢,,1/15/2020 14:16,1/15/2020 17:54,2/7/2020 13:47,
 安徽商报 , 01-15 ,G1742,  火车  ,长沙南,蚌埠南,7号车厢,,1/15/2020 12:40,1/15/2020 17:50,2/7/2020 13:47,
 人民日报 , 01-15 ,Z50,  火车  ,汉口,保定,7号车厢,,1/15/2020 22:59,1/16/2020 8:33,2/1/2020 20:30,
 焦作日报 , 01-15 ,Z50,  火车  ,汉口,郑州,2号车厢,,1/15/2020 22:59,1/16/2020 3:52,1/31/2020 22:11,
 本溪市疫情防控指挥部 , 01-15 ,辽EDS628,  出租车  ,本溪火车站,本溪市平山区站前街道办事处某小区,,,1/15/2020 4:45,1/15/2020 8:30,2/3/2020 1:49,
 人民日报 , 01-15 ,鄂ALB961,  长途客车/大巴  ,武汉,河南安阳,黄色大巴,,1/15/2020 0:00,1/15/2020 23:59,2/1/2020 20:30,
 亳州市人民政府 , 01-15 ,利辛县黄桥环城浴池,  其它公共场所  ,利辛县,利辛县,,晚上,1/15/2020 0:00,1/15/2020 0:00,1/31/2020 22:12,
 人民日报 , 01-15 ,CA1538,  飞机  ,南昌,北京,,,1/15/2020 0:00,1/15/2020 23:59,2/1/2020 20:30,
 广西壮族自治区河池市金城江区新型肺炎领导小组办公室 , 01-15 ,Z335,  火车  ,武昌,柳州,10号车厢,,1/15/2020 7:21,1/15/2020 17:47,1/27/2020 19:45,
 广西壮族自治区河池市金城江区新型肺炎领导小组办公室 , 01-15 ,5539,  火车  ,柳州,金城江,3号车厢,,1/15/2020 20:10,1/15/2020 23:00,1/27/2020 19:46,
 中共西安市高陵区委宣传部 , 01-15 ,G856,  火车  ,武汉,西安北,16号车厢,,1/15/2020 9:17,1/15/2020 14:20,2/5/2020 23:56,
 中共西安市高陵区委宣传部 , 01-15 ,西安266路公交车,  公交车  ,西安北站,雅荷花园站,,,1/15/2020 15:20,1/15/2020 16:20,2/5/2020 23:58,
 中共西安市高陵区委宣传部 , 01-15 ,西安318路公交车,  公交车  ,雅荷花园站,高陵区东方路口,,,1/15/2020 16:20,1/15/2020 23:59,2/5/2020 23:59,
 重庆市武隆区人民政府 , 01-15 ,线路不详,  地铁  ,重庆北站,两江新区金山汇酒店,,,1/15/2020 14:15,1/15/2020 23:59,2/5/2020 0:19,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-15 ,G518,  火车  ,汉口,信阳东,3号车厢,,1/15/2020 12:45,1/15/2020 13:41,2/5/2020 0:19,
 广安区疾病预防控制中心 , 01-15 ,前锋K102路公交车,  公交车  ,前锋,广安,,,1/15/2020 16:10,1/15/2020 23:59,1/27/2020 20:58,
 重庆市武隆区人民政府 , 01-15 ,C6413,  火车  ,万州北,重庆,10号车厢,11F座,1/15/2020 11:00,2/4/2020 12:50,2/5/2020 0:19,
 璧山之声 , 01-15 ,重庆渝AG6397,  长途客车/大巴  ,重庆火车北站,璧山一天门车站,,,1/16/2020 1:00,1/16/2020 7:59,1/27/2020 22:46,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-15 ,Z338,  火车  ,武汉武昌,柳州,,同乘车次91人,1/15/2020 7:21,1/15/2020 17:47,1/28/2020 0:55,
 中国甘肃网 , 01-15 ,K22,  火车  ,武昌,郑州,7号车厢,7:15发车,1/15/2020 7:08,1/15/2020 14:03,1/31/2020 22:12,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-15 ,CZ6643,  飞机  ,武汉,北海,,座位65J,1/15/2020 0:00,1/15/2020 23:59,1/28/2020 1:05,
 中国甘肃网 , 01-15 ,K177,  火车  ,郑州,西安,17号车厢,15:30发车,1/15/2020 15:30,1/15/2020 22:25,1/31/2020 22:12,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-15 ,MF8331,  飞机  ,武汉,南宁,,"座位47K,同乘航班116人",1/15/2020 0:00,1/15/2020 23:59,1/28/2020 1:06,
 人民日报 , 01-15 ,T181,  火车  ,淮滨,汉口,9号车厢,,1/15/2020 7:38,1/15/2020 10:53,2/6/2020 14:56,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-15 ,K1624,  火车  ,武昌,新县,15号车厢,,1/15/2020 18:26,1/15/2020 20:57,2/4/2020 1:29,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-15 ,G518,  火车  ,汉口,信阳东,03号车厢,,1/15/2020 12:45,1/15/2020 13:34,2/4/2020 1:29,
 沈阳日报 , 01-15 ,G1274,  火车  ,武汉,沈阳南,,列车员 往返本车次多趟,1/15/2020 0:00,1/21/2020 0:00,2/5/2020 0:19,
 西宁晚报 , 01-15 ,MU9657,  飞机  ,武汉天河机场,西宁曹家堡机场,,座次在中前部，具体座位号不详,1/15/2020 10:15,1/15/2020 12:45,2/2/2020 22:34,
 人民日报 , 01-15 ,MU2356,  飞机  ,呼和浩特,陕西咸阳,,,1/15/2020 0:00,1/15/2020 23:59,2/6/2020 14:56,
 衡水日报 , 01-15 ,D4203,  火车  ,南京南,武汉,14号车厢,座位：001A,1/15/2020 6:10,1/15/2020 9:00,2/3/2020 1:49,
 人民日报 , 01-15 ,CZ3168,  飞机  ,武汉,天津,,经济舱,1/15/2020 0:00,1/15/2020 23:59,2/3/2020 17:05,
 雄安发布 , 01-15 ,T10,  火车  ,邢台,北京西,7号车厢,,1/15/2020 7:22,1/15/2020 11:12,2/3/2020 1:49,
 直播海南 , 01-15 ,CA1646,  飞机  ,海口,呼和浩特,,,1/15/2020 22:20,1/15/2020 23:59,1/28/2020 22:34,
 合肥市卫健委 , 01-15 ,D4791,  火车  ,合肥,汉口,11号车厢,座位：03B,1/15/2020 7:38,1/15/2020 9:24,2/7/2020 13:11,
 黑龙江广播电视台 , 01-15 ,佳木斯市桦川县万福源超市,  其它公共场所  ,,,,,1/15/2020 0:00,1/15/2020 23:59,2/1/2020 0:11,
 西双版纳发布 , 01-15 ,GJ8961,  飞机  ,长沙,西双版纳,,,1/15/2020 0:00,1/16/2020 0:00,2/3/2020 1:49,
 永城市疫情防控指挥部 , 01-14 ,G1273,  火车  ,永城北,郑州东,2号车厢,座次02车15A,1/14/2020 15:33,1/14/2020 17:03,2/3/2020 1:49,
 人民日报 , 01-14 ,G1314,  火车  ,武汉,长沙南,6号车厢,,1/14/2020 15:12,1/14/2020 16:44,2/5/2020 12:27,
 佳木斯市人民政府网站 , 01-14 ,D7831,  火车  ,哈尔滨,佳木斯,2号车厢,,1/14/2020 19:20,1/14/2020 21:30,1/29/2020 20:48,
 人民日报 , 01-14 ,D8347,  火车  ,南宁东,防城港,7号车厢,,1/14/2020 14:46,1/14/2020 15:46,1/29/2020 20:50,
 合肥发布 , 01-14 ,K1068,  火车  ,汉口,徐州,12号车厢,,1/14/2020 11:20,1/14/2020 20:06,1/29/2020 20:58,
 双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-14 ,K1382,  火车  ,双辽,四平,2号车厢,座位：104,1/14/2020 9:05,1/14/2020 10:24,2/7/2020 13:47,
 双辽市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-14 ,G711,  火车  ,四平东,哈尔滨西,11号车厢,座位：1B/1C,1/14/2020 12:27,1/14/2020 14:06,2/7/2020 13:47,
 新闻夜航，大庆市疾病预防控制中心 , 01-14 ,CZ6317,  飞机  ,武汉,哈尔滨,,,1/14/2020 11:15,1/14/2020 15:00,2/7/2020 13:47,
 人民日报 , 01-14 ,T156,  火车  ,武汉汉口,麻城,2号车厢,终点：广州东,1/14/2020 19:36,1/14/2020 20:51,1/31/2020 9:57,
 人民日报 , 01-14 ,K1454,  火车  ,麻城,邢台清河,12号车厢,,1/14/2020 21:43,1/15/2020 7:02,1/31/2020 10:00,
 人民日报 , 01-14 ,豫R39888,  长途客车/大巴  ,武汉宏基,河南镇平,大巴,,1/14/2020 0:00,1/14/2020 23:59,2/1/2020 20:30,
 亳州市人民政府 , 01-14 ,K4094,  火车  ,汉口,阜阳,13号车厢,座位号:9号,1/14/2020 5:50,1/14/2020 12:50,1/31/2020 22:11,
 本溪市疫情防控指挥部 , 01-14 ,K27,  火车  ,天津,本溪,5号车厢,5车24号中铺（北京始发--丹东终到）,1/14/2020 19:03,1/15/2020 4:42,2/3/2020 1:49,
 蒙城县卫健委 , 01-14 ,K1067,  火车  ,阜阳,汉口,6号车厢,,1/14/2020 0:00,1/14/2020 23:59,1/27/2020 20:17,
 曲阜市疾病预防控制中心 , 01-14 ,G1568,  火车  ,曲阜东,北京南,4号车厢,"座次4车08D,04车08F，夫妻",1/14/2020 8:47,1/14/2020 11:18,2/2/2020 10:59,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-14 ,CZ6433,  飞机  ,武汉,成都,,"大连起飞,经武汉到成都",1/14/2020 15:20,1/14/2020 17:20,2/2/2020 15:13,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-14 ,K27,  火车  ,天津,本溪,6号车厢,,1/14/2020 19:03,1/15/2020 4:42,2/2/2020 15:13,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-14 ,G1278,  火车  ,武汉,葫芦岛北,12号车厢,,1/14/2020 7:55,1/14/2020 16:28,2/2/2020 15:13,
 沈阳日报 , 01-14 ,G1272/G1273,  火车  ,沈阳南,武汉,,确诊患者为本次列车保洁员，1月14-15日随车往返武汉开展保洁工作,1/14/2020 7:12,1/15/2020 19:20,2/5/2020 0:19,
 人民日报 , 01-14 ,9C8619,  飞机  ,兰州,泰国,,,1/14/2020 0:00,1/14/2020 23:59,2/6/2020 14:56,
 大河报 , 01-14 ,G2296,  火车  ,武汉,洛阳龙门,,,1/14/2020 16:58,1/14/2020 20:36,1/31/2020 22:12,
 沈阳市卫生健康委员会 , 01-14 ,JD52221,  飞机  ,沈阳,石家庄,,,1/14/2020 7:40,1/14/2020 23:59,2/4/2020 20:09,
 人民日报 , 01-14 ,G365,  火车  ,天津西,武汉,5号车厢,座位：12B,1/14/2020 14:56,1/14/2020 20:41,2/3/2020 17:04,
 河南商报 , 01-14 ,G1274,  火车  ,武汉,商丘,5号车厢,,1/14/2020 7:21,1/14/2020 10:39,1/31/2020 22:12,
 辽源市人民政府 , 01-14 ,CZ6651,  飞机  ,武汉,长春,,座位号39H,1/14/2020 0:00,1/14/2020 23:59,2/3/2020 1:49,
 营口市人民政府 , 01-14 ,JD5222,  飞机  ,沈阳,石家庄,,,1/14/2020 0:00,1/14/2020 23:59,2/4/2020 23:08,
 新浪黑龙江微博 , 01-14 ,D7831,  火车  ,哈尔滨,佳木斯,4号车厢,站票,1/14/2020 19:20,1/14/2020 21:30,2/1/2020 0:11,
 黑龙江广播电视台 , 01-14 ,佳木斯市新嘉园面馆总店（百龙商场附近）,  其它公共场所  ,,,,21:30下车后在此就餐,1/14/2020 21:30,1/14/2020 23:59,2/1/2020 0:11,
 佳木斯市人民政府网站 , 01-13 ,T182/T183,  火车  ,武汉汉口,哈尔滨,3号车厢,,1/13/2020 14:57,1/14/2020 18:27,1/29/2020 20:25,
 佳木斯市人民政府网站 , 01-13 ,T182/T183,  火车  ,武汉汉口,哈尔滨,17号车厢,,1/13/2020 14:57,1/14/2020 18:27,1/29/2020 20:25,
 大渝网 , 01-13 ,K1032,  火车  ,西安,万源,4号车厢,,1/13/2020 19:00,1/13/2020 0:37,2/7/2020 13:47,
 大渝网 , 01-13 ,D4264,  火车  ,佛山,重庆西,5号车厢,,1/13/2020 6:24,1/13/2020 14:19,2/7/2020 13:47,
 大渝网 , 01-13 ,D630,  火车  ,重庆北,石柱县,2号车厢,,1/13/2020 16:29,1/13/2020 17:44,2/7/2020 13:47,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-13 ,T182,  火车  ,汉口,淮滨,3号车厢,,1/13/2020 14:57,1/13/2020 18:03,2/7/2020 13:47,
 大渝网 , 01-13 ,D1794,  火车  ,桂林北,重庆西,3号车厢,1月25日确诊,1/13/2020 16:15,1/13/2020 21:22,2/7/2020 13:47,
 人民日报 , 01-13 ,K1068,  火车  ,阜阳,徐州,15号车厢,,1/13/2020 16:38,1/13/2020 20:06,2/1/2020 20:30,
 人民日报 , 01-13 ,K1613,  火车  ,徐州,东海,18号车厢,,1/13/2020 21:02,1/13/2020 23:09,2/1/2020 20:30,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-13 ,C557,  火车  ,北京西,信阳东,6号车厢,,1/13/2020 11:07,1/13/2020 16:28,2/5/2020 0:19,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-13 ,DR6598,  飞机  ,武汉,沈阳,,,1/13/2020 21:32,1/14/2020 0:03,2/2/2020 15:13,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-13 ,BK2820,  飞机  ,桂林,天津,,,1/13/2020 21:59,1/14/2020 0:41,2/2/2020 15:13,
 重庆市武隆区人民政府 , 01-13 ,D633,  火车  ,荆州,石柱县,10号车厢,,1/13/2020 8:21,1/13/2020 9:30,2/5/2020 0:19,
 江津发布 , 01-13 ,渝A65G96,  长途客车/大巴  ,重庆北站,江津客运中心,,,1/13/2020 14:45,1/13/2020 23:59,1/31/2020 22:12,
 江津发布 , 01-13 ,江津-柏林班次,  长途客车/大巴  ,江津客运中心,綦江岔路口,,,1/13/2020 17:30,1/13/2020 23:59,1/31/2020 22:12,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-13 ,G1129,  火车  ,武汉,广州北,6号车厢,,1/13/2020 15:50,1/13/2020 19:54,2/2/2020 15:13,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-13 ,G1216,  火车  ,长沙南,沈阳,7号车厢,,1/13/2020 7:30,1/13/2020 21:18,2/2/2020 15:13,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-13 ,K1627,  火车  ,武汉武昌,柳州,,同乘车次325人,1/13/2020 0:42,1/13/2020 15:11,1/28/2020 1:03,
 人民日报 , 01-13 ,K850,  火车  ,无锡,邯郸,,,1/13/2020 14:04,1/13/2020 8:32,2/6/2020 14:56,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-13 ,Z235,  火车  ,信阳,武昌,15号车厢,,1/13/2020 18:34,1/13/2020 20:59,2/4/2020 1:29,
 沈阳日报 , 01-13 ,G1216,  火车  ,长沙南,沈阳,,经停武汉,1/13/2020 7:30,1/13/2020 21:18,2/5/2020 0:19,
 郑州晚报 , 01-13 ,G2032,  火车  ,汉口,郑州东,3号车厢,,1/13/2020 0:00,1/13/2020 23:59,1/28/2020 16:37,
 沈阳市卫生健康委员会 , 01-13 ,G47,  火车  ,大连北,沈阳北,5号车厢,座位：06D,1/13/2020 8:30,1/13/2020 10:03,2/4/2020 20:03,
